ID	STRUCTURE	FREQUENCY	ProtoBai	Dashi	Ega	Enqi	Gongxing	Jinman	Jinxing	Mazhelong	Tuoluo	Zhoucheng	COGNATESETS	CONCEPTS
284-1	n	1	o	õ	u	o	ou	õ	õ	o	ʯ	ou	2450:2	long
290-1	n	1	o	o	u	o	ao	u	ʯ̃	e	y	ʯ	2540:2	maggot
303-1	n	1	o	o	ɛ	o	ao	ə̃	ʯ̃	e	e	ʯ	2685:2	mountain
306-1	n	1	o	o	y	u	ao	u	ʯ	ou	ʯ	ʯ	2698:2	mouse
352-1	n	1	o	o	i	o	ao	ɯ	õ	o	o	ɯ	3139:1	pick up (food with chopstick) [fasten the belt]
366-1	n	1	o	õ	u	o	o	õ	ʯ	o	o	ʯ	3454:1	river
368-1	n	1	o	ou	u	u	u	o	ou	o	u	o	3493:1	rope
370-1	n	1	o	o	o	o	o	u	õ	əɯ	o	ou	3525:1	salty
385-1	n	1	o	ou	o	u	u	o	ou	əɯ	u	o	3656:2	seep [sweep]
398-1	n	1	o	o	ɛ	ɿ	i	ə̃	ʯ	u	ə̃	ʯ	3866:2	snake
414-1	n	1	o	ou	u	u	u	o	ou	ʯ	u	ou	4143:2	stone
431-1	n	1	o	õ	u	o	ao	o	ʯ̃	u	y	ʯ	4304:2	the 12 animals representing the 12 years
434-1	n	1	o	õ	o	o	o	ɯ	õ	o	o	o	4315:2	the upper part; up reaches; above
466-1	n	1	o	o	ʯ	u	o	o	õ	o	ə	ou	4854:1	two
504-1	n	1	o	ɯ	u	o	ao	o	ʯ̃	u	y	Ø	9:2	(fruit) be ripe
522-1	n	1	o	o	o	o	o	õ	õ	Ø	o	ou	853:1	classifier [clothes]
531-1	n	1	o	Ø	u	o	ao	ɯ	ʯ	u	ʯ	ʯ	1097:1	curved; crooked; bent
565-1	n	1	o	ou	o	o	o	õ	ou	ɛ	o	Ø	2141:2	ice
603-1	n	1	o	Ø	u	u	õ	u	ʯ̃	əɯ	e	u	3330:2	pus
657-1	n	1	o	ou	u	u	u	u	ou	o	u	Ø	5027:2	wear (a bracelet)
694-1	n	1	o	Ø	õ	o	õ	õ	Ø	o	o	o	907:1	classifier [sack of rice]
695-1	n	1	o	u	y	u	u	Ø	ou	o	u	Ø	1046:1	cooking stove; kitchen range
769-1	n	1	o	o	u	Ø	Ø	u	ʯ̃	u	ʯ	ʯ	4548:2	to comb
776-1	n	1	o	Ø	õ	o	o	o	ʯ̃	Ø	o	o	4625:1	to pen in (sheep)
788-1	n	1	o	ũ	i	Ø	Ø	u	ʯ̃	õ	e	ʯ	5181:2	woman
835-1	n	1	o	ou	u	o	Ø	Ø	ou	o	u	Ø	3009:1	pare/peel with a knife
841-1	n	1	o	o	Ø	o	Ø	Ø	õ	õ	ʯ	ou	3469:1	roast in fire
857-1	n	1	o	ə	Ø	Ø	Ø	u	õ	o	ʯ	ou	4987:2	want; need
862-1	n	1	o	Ø	ɯ	o	u	o	Ø	Ø	o	o	5164:1	winnowing fan
864-1	n	1	o	Ø	õ	o	a	Ø	Ø	o	o	ʯ	5204:1	yellow
876-1	n	1	o	ə	Ø	æ	æ	Ø	Ø	i	ə	Ø	831:2	classifier [back of firewood]
897-1	n	1	o	Ø	a	o	o	Ø	Ø	Ø	o	ou	3986:1	speech; words; language
899-1	n	1	o	Ø	Ø	o	ɯ	Ø	Ø	ɯ	ə	ɛ	4433:2	tie (a cow) to
10-25	n	25	i	i	i	i	i	i	i	i	i	i	1173:2, 1348:1, 1507:1, 1671:2, 2316:2, 3678:2, 3942:1, 5163:1, 227:1, 4196:2, 2966:1, 2010:1, 2990:2, 4347:1, 3096:1, 3769:1, 1874:1, 3701:1, 4165:2, 1497:2, 2506:2, 369:1, 171:1, 722:1, 1565:1	[cow louse] / air; breath / bamboo piece / cat / dead / die / earth / earth quake / female genitals / fertilizer; manure / fire / four / grind (flour) / hemp / leech / low; short / paddy fields / paint / person / seven / sharp / silver / smoke / son / straw or palm-bark rain cape / suck / think / twist (a tower) / winnowing fan
46-3	n	3	i	i	ɛ	ɿ	i	ə	a	i	ə	i	53:1, 4814:1, 4124:1	(rice) seedling / pick up / stomach / ten / twelve
287-2	n	2	i	i	i	i	i	i	i	i	i	e	2484:2, 1166:2	day / louse
741-2	n	2	i	i	o	i	i	Ø	i	ə	i	i	3319:2, 3896:1	pull; tug / soak; steep
810-2	n	2	i	i	i	i	ɛ	ĩ	i	ĩ	e	i	1564:2, 4367:1	fire / thousand
817-2	n	2	i	Ø	i	ɛ	ɛ	e	ɑ̃	ɛ	e	a	1898:2, 1654:2	forest / hair
842-2	n	2	i	i	ɛ	ɛ	Ø	e	ə	i	ɛ	i	3478:1, 441:2	be numb / root
850-2	n	2	i	i	i	i	i	i	i	ɛ	e	i	3834:2, 4206:2	smoke / sun
892-2	n	2	i	ə	o	ɛ	Ø	ẽ	i	i	y	i	2327:2, 2329:2	left
912-2	n	2	i	i	i	ɛ	y	ẽ	a	u	i	Ø	2965:2, 4489:2	low; short / paddy fields / to block (the wind)
919-2	n	2	i	Ø	i	ə	e	i	ĩ	əɯ	e	ɯ	4283:2, 4525:2	tender young (plant) / to burn
109-1	n	1	i	i	i	ɿ	a	ə	a	i	i	i	289:2	astringent; like unripe
193-1	n	1	i	i	ɛ	ɿ	i	ə	i	i	i	i	1451:2	excrement
201-1	n	1	i	i	ɛ	ɿ	i	ə	i	i	ə	i	1544:2	finger
229-1	n	1	i	i	ɛ	ɿ	i	i	i	i	i	i	1862:2	grease, fat
248-1	n	1	i	i	i	a	i	i	i	i	o	i	2064:1	hoof / man
274-1	n	1	i	i	ɛ	ɿ	i	ə̃	i	i	i	i	2364:1	lick, lap
324-1	n	1	i	i	y	i	i	ĩ	i	i	i	i	2848:1	nephew
338-1	n	1	i	i	ɛ	ɿ	i	ə̃	i	i	ə̃	i	2998:2	paper
476-1	n	1	i	ui	i	i	y	i	i	i	i	i	4998:2	water
506-1	n	1	i	i	ɯ	ɯ	u	ɯ	õ	i	Ø	i	247:2	ant
597-1	n	1	i	i	Ø	i	i	i	ɯ	e	i	e	3106:2	pheasant
630-1	n	1	i	i	o	o	a	Ø	i	i	i	i	3996:2	spit (noun or verb?)
672-1	n	1	i	ə	i	i	i	Ø	i	o	i	Ø	119:2	Chinese chestnut
731-1	n	1	i	Ø	i	i	i	ĩ	i	i	i	Ø	3234:1	plougshare
832-1	n	1	i	i	a	ɛ	Ø	o	i	Ø	Ø	i	2643:2	moon
48-4	n	4	e	e	ɛ	i	i	ẽ	e	e	e	i	267:2, 1969:2, 3095:2, 4205:1	arrow / heart / person / silver / sun
137-3	n	3	e	i	i	i	i	e	i	ɛ	i	e	668:2, 172:1, 4491:1	[cow louse] / brothers / to block (the wind) / younger sister
194-3	n	3	e	e	i	ɛ	e	i	e	e	e	e	1473:2, 3745:1, 4261:2	boat; ship / far / sickle / tear up, rip
500-3	n	3	e	e	u	i	i	ə	e	e	i	e	379:1, 3010:1, 502:1	bark / belly / pare/peel with a knife / skin
70-2	n	2	e	e	ɛ	i	e	ẽ	e	e	e	i	1575:2, 2859:2	firewood / new
261-2	n	2	e	e	i	i	i	i	e	ɛ	i	ɛ	2184:1, 1873:2	grind (flour) / iron
660-2	n	2	e	e	ɛ	i	e	ẽ	ẽ	e	e	e	5059:2, 2195:2	jar / weigh (food)
701-2	n	2	e	a	ɛ	ɿ	i	ə̃	a	ɛ	ə̃	e	1609:2, 885:1	classifier [length unit] / fling; toss
727-2	n	2	e	e	ɛ	Ø	a	ẽ	e	ĩ	e	i	3075:2, 4366:2	peppery / thousand
144-1	n	1	e	e	ɛ	ɛ	e	e	e	ɛ	e	i	775:2	change
171-1	n	1	e	ə	ɛ	ɿ	i	õ	a	e	ə̃	i	1184:2	deep
191-1	n	1	e	e	ɛ	ɛ	e	ẽ	e	ɛ	e	e	1401:1	egg
225-1	n	1	e	e	i	i	e	ĩ	e	e	e	ɛ	1829:2	gold
255-1	n	1	e	e	i	i	i	i	ẽ	ɛ	e	e	2096:2	hot
268-1	n	1	e	e	ɛ	ɛ	e	ə̃	e	e	e	e	2291:2	lay (eggs)
310-1	n	1	e	ə	ɛ	æ	ẽ	ə̃	a	e	ə̃	ɛ	2740:2	mushroom
322-1	n	1	e	ə̃	ẽ	ɿ	ə	ə̃	a	e	ə̃	i	2837:2	needle
356-1	n	1	e	ə	ɛ	ɿ	i	ə	i	e	ə̃	i	3172:2	pillow
361-1	n	1	e	e	ɛ	ɛ	ə	e	ẽ	e	a	e	3308:1	pull/lead (a cow) along
364-1	n	1	e	ə̃	ɛ	ɿ	ẽ	ə̃	a	e	ə̃	i	3362:2	real
391-1	n	1	e	e	ɛ̃	ɛ	e	ɛ̃	e	e	e	e	3813:1	sky
392-1	n	1	e	e	ɛ	i	i	e	e	e	e	e	3835:2	smoke
418-1	n	1	e	e	i	ɛ	e	i	e	e	e	ou	4154:2	straight
423-1	n	1	e	ə̃	ɛ	ɿ	ə̃	ə	a	e	ə̃	i	4227:2	swell
427-1	n	1	e	e	i	i	e	ĩ	e	ĩ	e	e	4293:2	tendon; sinew
443-1	n	1	e	e	ẽ	ɛ	e	ẽ	e	e	e	e	4411:1	thunder / to thunder
464-1	n	1	e	e	ɛ	ɛ	e	e	e	a	e	e	4787:2	turn around
472-1	n	1	e	e	o	ɛ	e	i	e	e	e	e	4940:2	vertical, be standing
494-1	n	1	e	e	i	i	i	i	i	ĩ	e	i	5214:2	yesterday
499-1	n	1	e	e	i	i	i	e	i	ɛ	i	e	5236:2	younger brother
527-1	n	1	e	e	Ø	i	i	i	e	i	i	e	971:1	close (the mouth) / close (the mouth) lightly
543-1	n	1	e	ẽ	i	i	e	Ø	ẽ	ɛ	e	e	1462:2	eye
549-1	n	1	e	ʯ	Ø	ɛ	u	i	ʯ	i	ə	ʯ	1629:2	fly
562-1	n	1	e	e	ɛ̃	Ø	e	ẽ	e	ɛ	e	ɛ	1980:2	heat up (cold rice)
580-1	n	1	e	e	ɛ̃	Ø	e	ẽ	e	e	e	ɛ	2517:2	lukewarm
591-1	n	1	e	e	o	i	e	o	Ø	e	e	e	2827:2	near
613-1	n	1	e	ẽ	ɛ	Ø	e	e	ẽ	e	e	e	3504:2	round
652-1	n	1	e	e	o	Ø	a	ə	e	u	i	u	4879:2	unseam (clothing)
664-1	n	1	e	ɛ̃	i	Ø	e	i	i	e	e	i	5152:2	wind
686-1	n	1	e	e	ɛ	i	e	Ø	ẽ	Ø	e	ɛ	359:2	bamboo food steamer
762-1	n	1	e	Ø	ɛ	ɿ	ə̃	ə̃	Ø	e	ə̃	a	4176:2	stretch out (the arm)
766-1	n	1	e	i	i	Ø	Ø	e	i	i	i	i	4357:1	thorn; splinter
779-1	n	1	e	e	Ø	ɛ	ɛ	Ø	e	e	e	e	4815:1	twelve
798-1	n	1	e	Ø	ɛ	ɿ	e	ẽ	Ø	e	i	Ø	886:2	classifier [length unit]
845-1	n	1	e	Ø	i	Ø	e	ẽ	e	e	e	Ø	3518:2	salt / to plait
859-1	n	1	e	Ø	ɛ	ɿ	i	ə	a	Ø	ə̃	Ø	5019:2	wave; wield
898-1	n	1	e	e	Ø	i	Ø	Ø	Ø	ɛ	o	e	4260:1	tear up, rip
295-6	n	6	a	a	a	a	a	a	ɑ̃	a	ɔ	a	2632:2, 216:2, 104:2, 2871:2, 4081:2, 4216:1	(water) be boiling / a year old / blood / month / next year / stick / sweat
132-5	n	5	a	a	a	a	a	a	ɑ	a	u	a	621:2, 4056:1, 4571:2, 4217:1, 3746:2	bone / sickle / step on; tread / sweat / to drop
173-5	n	5	a	a	a	a	a	õ	ɑ̃	a	a	a	1230:2, 3561:2, 133:1, 725:0, 3296:1	Han Chinese / cat / dog / pull up (weeds) / say
516-5	n	5	a	a	a	a	a	a	ɑ	a	o	a	645:1, 5122:2, 3421:2, 200:2, 1413:2	[wood] / breasts / eight / rice straw / wheat straw / wide
208-3	n	3	a	a	o	a	a	a	ɑ	a	ɔ	a	1706:2, 3263:1, 423:1	be hungry / friend / press, push down
734-3	n	3	a	a	i	a	a	a	o	a	ɔ	a	3251:1, 1305:2, 1412:2	eagle fern / eight / press (with palm of finger)
117-2	n	2	a	a	o	a	a	a	ɑ	ɐ	ɔ	a	463:1, 3285:2	be thirsty / pull (a quilt over oneself)
180-2	n	2	a	ã	o	a	a	ã	ɑ̃	a	ɔ	a	1294:1, 4488:1	dry / high / teach / to block (the wind)
441-2	n	2	a	ã	o	a	a	ã	ɑ̃	a	a	a	4400:1, 4909:1	three / vat; jar
556-2	n	2	a	a	a	ɛ	a	ã	ɑ̃	a	o	a	1762:2, 3975:2	garlic / sour
606-2	n	2	a	a	o	a	a	a	ɑ	i	ɔ	o	3397:1, 1361:1	earth quake / return
697-2	n	2	a	ã	o	ɛ	a	a	ɑ̃	e	o	a	1119:2, 3252:0	cut up (vegetable) / press (with palm of finger)
718-2	n	2	a	ã	ɛ	ɛ	i	e	ɑ̃	a	ə	a	2355:2, 712:1	carry (shoulder) / leopard; panther
720-2	n	2	a	u	o	o	ao	o	ɑ	i	ɔ	a	2379:1, 2205:1	kettle; pot / lift (the lid)
839-2	n	2	a	a	a	a	Ø	ə	ɑ̃	a	o	a	3420:1, 611:2	boat; ship / rice straw
868-2	n	2	a	ã	a	a	a	a	ɑ̃	ɛ	Ø	e	152:1, 132:1	Han Chinese / [Distillers grains]
905-2	n	2	a	ə	a	æ	a	a	ɛ	e	Ø	ɯ	723:2, 2143:2	cat / ice
216-1	n	1	a	a	a	ɛ	e	õ	ɑ̃	a	a	a	1751:2	garden (plot)
228-1	n	1	a	a	a	ɛ	a	õ	ɑ̃	a	a	a	1851:2	grandson
279-1	n	1	a	ã	o	a	a	ã	ɑ	a	ɔ	a	2428:1	liver
299-1	n	1	a	ã	a	a	a	õ	ɑ̃	a	o	a	2644:2	moon
335-1	n	1	a	a	a	a	a	õ	ɑ̃	a	ɔ	a	2952:2	outside
376-1	n	1	a	a	o	a	a	a	ɑ	ɐ	ɔ	ɛ	3590:1	scatter (seeds)
525-1	n	1	a	a	ɛ	ɛ	ɛ	ẽ	ɑ	eɯ	o	Ø	874:2	classifier [handfull]
553-1	n	1	a	a	a	i	Ø	ə̃	ɑ	a	ɔ	a	1693:2	fraud
585-1	n	1	a	ã	a	ɛ	e	õ	ɑ̃	Ø	ɔ	a	2622:2	monkey
894-1	n	1	a	Ø	Ø	a	a	Ø	ɑ	Ø	a	ou	2578:2	mare
909-1	n	1	a	Ø	Ø	a	Ø	Ø	o	o	Ø	a	2531:2	lung
949-1	n	1	a	a	Ø	Ø	Ø	Ø	ɔ	Ø	Ø	Ø	1896:1	hair
878-2	m	2	Ø	i	i	i	i	i	i	-	Ø	-	1155:1, 2753:1	daughter / musk
816-1	m	1	Ø	Ø	-	i	j	-	Ø	-	-	-	1898:1	hair
918-1	m	1	Ø	Ø	-	i	-	-	Ø	i	Ø	Ø	4283:1	tender young (plant)
930-1	m	1	Ø	Ø	y	Ø	w	w	Ø	Ø	-	Ø	1413:1	eight
932-1	m	1	Ø	Ø	-	u	Ø	ɥ	Ø	Ø	-	Ø	2329:1	left
938-1	m	1	Ø	Ø	ɥ	Ø	-	y	Ø	Ø	-	Ø	4166:1	straw or palm-bark rain cape
941-1	m	1	Ø	-	-	Ø	Ø	-	j	Ø	Ø	Ø	4965:1	vomit/throw up
94-17	m	17	w	w	w	w	w	w	w	w	w	w	216:1, 5122:1, 1564:1, 3834:1, 104:1, 338:1, 2871:1, 3235:1, 3421:1, 4081:1, 1305:1, 1315:1, 200:1, 723:1, 4571:1, 4967:1, 280:1	(water) be boiling / [wood] / a year old / ask; question / bad (things) / blood / cat / eagle fern / ear; spike / fire / next year / plougshare / rice straw / smoke / stick / to drop / vomit/throw up / wheat straw / wide
66-5	m	5	w	w	-	ɥ	ɥ	ɥ	w	w	w	w	1473:1, 4940:1, 3561:1, 4834:1, 1654:1	far / forest / say / twist (a tower) / vertical, be standing
555-3	m	3	w	w	w	ɥ	w	w	w	w	-	w	1762:1, 3975:1, 1119:1	cut up (vegetable) / garlic / sour
86-2	m	2	w	-	w	-	-	-	-	w	w	-	2632:1, 2952:1	month / outside
542-2	m	2	w	-	w	w	-	Ø	-	w	-	-	1462:1, 359:1	bamboo food steamer / eye
579-2	m	2	w	-	w	w	-	-	w	-	-	-	2517:1, 2195:1	jar / lukewarm
612-2	m	2	w	-	w	-	-	w	-	-	-	-	3504:1, 4452:1	round / tile
751-2	m	2	w	-	y	u	w	-	w	-	w	w	4012:1, 2806:1	name / squeeze (for milk)
131-1	m	1	w	w	w	w	w	w	u	w	-	w	621:1	bone
172-1	m	1	w	w	w	w	w	-	w	w	w	w	1230:1	dog
215-1	m	1	w	w	w	ɥ	ɥ	-	w	w	w	w	1751:1	garden (plot)
227-1	m	1	w	w	w	ɥ	w	-	w	w	w	w	1851:1	grandson
270-1	m	1	w	-	w	w	w	-	-	w	w	-	2342:1	leg
298-1	m	1	w	-	w	-	-	-	-	w	-	-	2644:1	moon
417-1	m	1	w	w	-	ɥ	w	ɥ	w	w	w	j	4154:1	straight
459-1	m	1	w	w	-	ɥ	ɥ	w	w	-	w	-	4774:1	trip-hammer for hulling rice
463-1	m	1	w	w	ɥ	ɥ	ɥ	ɥ	w	w	ɥ	w	4787:1	turn around
475-1	m	1	w	j	ɥ	ɥ	-	ɥ	ɥ	ɥ	ɥ	ɥ	4998:1	water
524-1	m	1	w	w	-	-	-	-	u	-	w	Ø	874:1	classifier [handfull]
561-1	m	1	w	w	w	Ø	-	-	w	w	-	-	1980:1	heat up (cold rice)
584-1	m	1	w	w	w	ɥ	ɥ	-	w	Ø	-	w	2622:1	monkey
625-1	m	1	w	w	w	Ø	w	w	w	ɥ	w	w	3885:1	snow
659-1	m	1	w	ɥ	w	Ø	ɥ	w	ɥ	w	j	ɥ	5059:1	weigh (food)
848-1	m	1	w	Ø	w	w	w	w	Ø	w	Ø	-	3825:1	slanting; learning
911-1	m	1	w	ɥ	Ø	Ø	Ø	Ø	-	-	ɥ	Ø	2965:1	paddy fields
380-1	m	1	s	-	-	-	-	-	-	-	-	-	3634:1	seed
4-24	m	24	r	-	-	-	-	-	-	-	-	-	348:1, 1015:1, 1035:1, 1184:1, 1451:1, 1544:1, 1862:1, 2450:1, 2698:1, 2998:1, 3172:1, 3362:1, 3645:1, 4227:1, 247:1, 1784:1, 3205:1, 4176:1, 545:1, 5019:1, 4165:1, 1497:1, 1873:1, 2506:1	ant / bamboo / bird's nest / comb / cook; boil / deep / excrement / female genitals / finger / ghost, spirit / grease, fat / grind (flour) / long / low; short / mouse / paper / pillow / piss; pee / real / seed of Chinese prickly ash / straw or palm-bark rain cape / stretch out (the arm) / swell / wave; wield
15-11	m	11	r	-	-	j	-	-	-	-	j	-	763:1, 929:1, 1543:1, 1914:1, 2685:1, 4763:1, 2771:1, 1897:1, 1841:1, 611:1, 3162:1	boat; ship / chaff; bran / classifier [tree] / finger / good / hair / hand / mountain / nail / pillar / tree
666-6	m	6	r	j	-	j	Ø	Ø	j	j	j	j	278:1, 1412:1, 2375:1, 4085:1, 2531:1, 3824:1	ask; question / cliffy; precipitous / eight / lift (the lid) / lung / slanting; learning / stick
38-4	m	4	r	-	-	j	-	-	-	-	-	-	1107:1, 2740:1, 4034:1, 3373:1	cut (meat) / mushroom / red / steam
80-3	m	3	r	-	j	i	-	-	-	-	i	-	2245:1, 3656:1, 82:1	(wasps) sting / ladle / seep [sweep]
904-3	m	3	r	-	ɥ	j	j	ɥ	i	-	j	-	441:1, 3802:1, 4261:1	bark / be numb / skin / tear up, rip
108-2	m	2	r	-	-	-	w	-	-	-	-	-	289:1, 3996:1	astringent; like unripe / spit (noun or verb?)
632-2	m	2	r	-	-	i	-	-	-	-	-	-	4102:1, 4676:1	stinking; smelly / to smell
758-2	m	2	r	-	i	i	ɥ	i	-	-	-	-	4112:1, 4548:1	stir-fry; stir / to comb
119-1	m	1	r	-	-	j	-	-	-	ɥ	j	-	474:1	bed
143-1	m	1	r	j	-	-	ɥ	-	j	j	ɥ	-	775:1	change
321-1	m	1	r	m	-	-	-	-	-	-	-	-	2837:1	needle
373-1	m	1	r	-	j	j	-	j	-	-	j	-	3536:1	sand
397-1	m	1	r	-	-	-	-	j	-	-	-	-	3866:1	snake
413-1	m	1	r	-	i	i	-	-	-	-	i	-	4143:1	stone
425-1	m	1	r	-	-	-	-	-	-	-	j	-	4238:1	tea
454-1	m	1	r	-	-	-	j	-	-	-	-	-	4731:1	tongue
564-1	m	1	r	-	j	j	-	i	-	ɥ	j	Ø	2141:1	ice
569-1	m	1	r	-	j	j	Ø	-	-	-	-	-	2174:1	intestine; guts
663-1	m	1	r	j	ɥ	Ø	ɥ	ɥ	-	j	ɥ	-	5152:1	wind
700-1	m	1	r	Ø	-	-	-	-	-	w	-	Ø	1609:1	fling; toss
736-1	m	1	r	Ø	j	j	w	i	j	-	-	Ø	3297:1	pull up (weeds)
844-1	m	1	r	Ø	ɥ	Ø	ɥ	ɥ	j	j	ɥ	Ø	3518:1	salt / to plait
891-1	m	1	r	i	-	Ø	Ø	Ø	-	-	Ø	-	2327:1	left
934-1	m	1	r	Ø	Ø	Ø	-	Ø	Ø	ɥ	-	Ø	3184:1	pine
45-25	m	25	j	j	j	j	j	j	j	j	j	j	3251:0, 3263:0, 3723:1, 4591:1, 1390:0, 2611:0, 3397:0, 4929:0, 2754:0, 4952:0, 3745:0, 1360:0, 1874:0, 2755:1, 2805:1, 2911:0, 3701:0, 667:1, 3095:1, 4525:1, 711:1, 3183:0, 303:1, 1652:1, 4284:1	at night; in the evening / boat; ship / brothers / carry (shoulder) / earth quake / eat / forest / grind (flour) / medicine / musk / name / old lady / person / pine / press (with palm of finger) / press, push down / return / sharp / sheep (general) / sickle / silver / tender young (plant) / to burn / to itch/tickle / twist (a tower) / vegetable oil / village
16-15	m	15	j	-	-	-	-	-	-	-	-	-	1173:1, 1671:1, 2316:1, 3678:1, 4315:1, 4976:1, 490:1, 4196:1, 1206:1, 1484:1, 1629:1, 119:1, 207:1, 501:1, 2990:1	Chinese chestnut / a half / bee / belly / dead / die / direction; orientation / fart / fly / four / leech / paint / seven / suck / the upper part; up reaches; above / wait
30-7	m	7	j	j	-	-	-	-	j	-	j	-	267:1, 1969:1, 3835:1, 3075:1, 1154:1, 5247:1, 4205:0	arrow / daughter / heart / peppery / smoke / sun / younger sister
254-4	m	4	j	j	-	-	-	-	j	j	j	j	2096:1, 4987:1, 4206:1, 2143:1	hot / ice / sun / want; need
33-3	m	3	j	-	-	-	-	j	-	-	-	-	668:1, 4336:1, 5236:1	brothers / thief / younger brother / younger sister
406-3	m	3	j	j	j	j	-	i	j	-	j	j	4023:1, 5009:1, 4646:1	star / to poke; insert / watery/thin (porridge)
69-2	m	2	j	j	-	-	j	-	j	-	j	-	1575:1, 2859:1	firewood / new
651-2	m	2	j	-	-	-	w	-	-	-	-	-	4879:1, 4433:1	tie (a cow) to / unseam (clothing)
774-2	m	2	j	-	-	-	v	Ø	-	-	-	j	4613:1, 523:1	bind; tie up / to owe (money)
875-2	m	2	j	j	Ø	-	-	-	Ø	-	-	j	831:1, 1166:1	classifier [back of firewood] / day
154-1	m	1	j	i	-	j	-	-	-	-	j	-	839:1	classifier [birds]
233-1	m	1	j	-	-	i	-	-	-	-	j	-	1958:1	head
340-1	m	1	j	-	i	i	-	-	-	-	-	-	3031:1	path; road
348-1	m	1	j	-	j	j	-	-	-	-	-	-	3084:1	persimmon
602-1	m	1	j	Ø	-	i	-	-	-	-	-	-	3330:1	pus
676-1	m	1	j	j	j	j	ɥ	j	j	Ø	ɥ	Ø	161:1	[castrate (chicken)]
711-1	m	1	j	Ø	-	-	v	-	-	w	-	Ø	2207:1	kettle; pot
787-1	m	1	j	j	ɥ	Ø	Ø	-	j	-	j	-	5181:1	woman
831-1	m	1	j	-	j	i	Ø	j	-	Ø	Ø	-	2643:1	moon
896-1	m	1	j	Ø	w	-	v	-	Ø	Ø	-	Ø	2731:1	muntjac; barking deer
36-5	m	5	-	-	-	j	-	-	-	-	j	-	916:1, 2395:1, 2816:1, 422:1, 4891:1	be hungry / classifier [sheet of paper] / light / narrow / use or lean on (a walking stick)
43-3	m	3	-	-	i	j	-	i	-	-	-	-	2540:1, 2720:1, 5192:1	maggot / muddy; turbid / worm
44-3	m	3	-	-	-	-	-	-	-	-	j	-	2565:1, 3052:1, 5037:1	many / pea; bean / wear (a hat)
182-3	m	3	-	-	ɥ	ɥ	-	ɥ	-	-	ɥ	-	1326:1, 4489:1, 1498:1	early / female genitals / low; short / to block (the wind)
224-3	m	3	-	j	-	-	j	-	j	-	j	j	1829:1, 2827:1, 4366:1	gold / near / thousand
82-2	m	2	-	j	-	-	-	-	-	-	-	-	2291:1, 4866:1	lay (eggs) / uncle (mother's brother)
156-2	m	2	-	-	-	-	-	-	-	-	-	w	863:1, 2976:1	classifier [grain] / paddy rice
207-2	m	2	-	j	j	j	j	-	i	-	-	j	1706:1, 3746:1	friend / sickle
286-2	m	2	-	-	-	-	-	-	-	-	-	j	2484:1, 65:1	(soul); spirit / louse
404-2	m	2	-	-	j	j	j	-	-	-	j	-	3953:1, 2578:1	mare / sound
430-2	m	2	-	-	i	j	-	j	-	-	-	-	4304:1, 2355:1	leopard; panther / the 12 animals representing the 12 years
125-1	m	1	-	-	-	-	m	-	-	-	-	-	556:1	bitter
135-1	m	1	-	-	-	-	-	-	w	-	-	-	656:1	bridge
150-1	m	1	-	-	i	-	-	i	-	-	-	-	820:1	chopsticks
185-1	m	1	-	-	-	-	j	-	-	-	-	-	1337:1	earrings
210-1	m	1	-	-	w	j	-	i	-	-	j	-	1731:1	frost
243-1	m	1	-	-	-	-	-	-	-	j	-	-	2040:1	hillside; mountain slope
276-1	m	1	-	j	j	j	j	i	j	-	j	j	2406:1	listen
315-1	m	1	-	j	-	-	-	-	j	j	-	j	2791:1	nail; tack
327-1	m	1	-	j	-	j	-	-	j	-	-	j	2889:1	nine
426-1	m	1	-	j	-	-	j	-	j	-	-	-	4293:1	tendon; sinew
445-1	m	1	-	j	j	-	-	j	j	-	-	j	4500:1	to borrow (money) / to borrow (tools)
482-1	m	1	-	-	-	j	-	-	-	-	-	-	5048:1	weave; knit
493-1	m	1	-	j	-	-	-	-	-	-	j	-	5214:1	yesterday
503-1	m	1	-	j	i	j	-	j	-	-	-	Ø	9:1	(fruit) be ripe
550-1	m	1	-	-	Ø	j	j	-	i	-	-	-	1682:1	fragrant (smell)
552-1	m	1	-	j	-	-	Ø	-	i	-	-	-	1693:1	fraud
596-1	m	1	-	-	Ø	-	-	ɥ	j	j	-	-	3106:1	pheasant
600-1	m	1	-	-	-	w	-	-	-	Ø	-	-	3285:1	pull (a quilt over oneself)
620-1	m	1	-	j	j	-	-	Ø	j	j	-	j	3712:1	shave (the head)
645-1	m	1	-	-	j	j	-	-	-	-	-	Ø	4742:1	trace; track
656-1	m	1	-	-	-	-	-	-	-	-	i	Ø	5027:1	wear (a bracelet)
714-1	m	1	-	w	-	-	Ø	Ø	-	-	-	-	2303:1	leaf
740-1	m	1	-	-	j	-	-	Ø	-	Ø	-	-	3319:1	pull; tug
797-1	m	1	-	Ø	-	-	j	-	Ø	j	-	Ø	886:1	classifier [length unit]
168-3	i	3	χ	x	x	χ	χ	x	x	x	x	x	1143:0, 1742:0, 132:0	Han Chinese / black / dark / fully recover (from an illness)
627-1	i	1	χ	x	x	χ	h	x	x	Ø	x	x	3964:0	soup
560-2	i	2	ʔ	-	ʔ	ʔ	w	w	ʔ	ŋ	w	w	1980:0, 184:0	[loach] / heat up (cold rice)
578-1	i	1	ʔ	w	ʔ	Ø	w	w	ʔ	m	w	w	2517:0	lukewarm
