# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	STRUCTURE
#
3566	1802_swell	swell	ProtoBai	Proto-Bai	tsʰreŋ1	tsʰreŋ1	tsʰ r e ŋ ¹		1573				i m n c t
3567	1802_swell	swell	Tuoluo	Tuoluo	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵	tuol1234	1573	23.3833337	102.1839821		i n t
3568	1802_swell	swell	Gongxing	Gongxing	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵		1573	27.0852794	99.1652452		i n t
3569	1802_swell	swell	Enqi	Enqi	tsʰɿ24	tsʰɿ24	tsʰ ɿ ²⁴	enqi1234	1573	26.4738155	99.1189832		i n t
3570	1802_swell	swell	Ega	Ega	tsʰɛ55	tsʰɛ55	tsʰ ɛ ⁵⁵	egab1234	1573	26.4858945	98.8528962		i n t
3571	1802_swell	swell	Jinman	Jinman	tʂʰɚ55	tʂʰɚ55	ʈʂʰ ɚ/ə ⁵⁵	nuji1238	1573	26.4154856	99.1285952		i n t
3572	1802_swell	swell	Jinxing	Jinxing	tsʰan55	tsʰan55	tsʰ a n ⁵⁵		1573	24.9259218	103.1237482		i n c t
3573	1802_swell	swell	Dashi	Dashi	tʂʰɚ̃55	tʂʰɚ̃55	ʈʂʰ ɚ/ə̃ ⁵⁵		1573	26.3530106	100.1930442		i n t
3574	1802_swell	swell	Zhoucheng	Zhoucheng	tsʰi55	tsʰi55	tsʰ i ⁵⁵	zhou1234	1573	25.8958826	100.0988062		i n t
3575	1802_swell	swell	Mazhelong	Mazhelong	tsʰen55	tsʰen55	tsʰ e n ⁵⁵		1573	24.1677209	104.1950232		i n c t
#
3576	454_tea	tea	ProtoBai	Proto-Bai	drɔ1	drɔ1	d r ɔ ¹		1373				i m n t
3577	454_tea	tea	Tuoluo	Tuoluo	djɔ35	djɔ35	d j ɔ ³⁵	tuol1234	1373	23.3833337	102.1839821		i m n t
3578	454_tea	tea	Gongxing	Gongxing	dzao12	dzao12	dz ao ¹²		1373	27.0852794	99.1652452		i n t
3579	454_tea	tea	Enqi	Enqi	tjo21	tjo21	tʲ o ²¹	enqi1234	1373	26.4738155	99.1189832		i n t
3580	454_tea	tea	Ega	Ega	tɕo21	tɕo21	tɕ o ²¹	egab1234	1373	26.4858945	98.8528962		i n t
3581	454_tea	tea	Jinman	Jinman	ʈo21	ʈo21	ʈ o ²¹	nuji1238	1373	26.4154856	99.1285952		i n t
3582	454_tea	tea	Jinxing	Jinxing	tsou21	tsou21	ts ou ²¹		1373	24.9259218	103.1237482		i n t
3583	454_tea	tea	Dashi	Dashi	tʂou21	tʂou21	ʈʂ ou ²¹		1373	26.3530106	100.1930442		i n t
3584	454_tea	tea	Zhoucheng	Zhoucheng	tso21	tso21	ts o ²¹	zhou1234	1373	25.8958826	100.0988062		i n t
3585	454_tea	tea	Mazhelong	Mazhelong	tso21	tso21	ts o ²¹		1373	24.1677209	104.1950232		i n t
#
3586	1425_teach	teach	ProtoBai	Proto-Bai	qaŋ1	qaŋ1	q a ŋ ¹		709				i n c t
3587	1425_teach	teach	Tuoluo	Tuoluo	qɔŋ55	qɔŋ55	q ɔ ŋ ⁵⁵	tuol1234	709	23.3833337	102.1839821		i n c t
3588	1425_teach	teach	Gongxing	Gongxing	qaŋ55	qaŋ55	q a ŋ ⁵⁵		709	27.0852794	99.1652452		i n c t
3589	1425_teach	teach	Enqi	Enqi	qa24	qa24	q a ²⁴	enqi1234	709	26.4738155	99.1189832		i n t
3590	1425_teach	teach	Ega	Ega	qo55	qo55	q o ⁵⁵	egab1234	709	26.4858945	98.8528962		i n t
3591	1425_teach	teach	Jinman	Jinman	qã55	qã55	q ã ⁵⁵	nuji1238	709	26.4154856	99.1285952		i n t
3592	1425_teach	teach	Jinxing	Jinxing	kɑ̃55	kɑ̃55	k ɑ̃ ⁵⁵		709	24.9259218	103.1237482		i n t
3593	1425_teach	teach	Dashi	Dashi	kã35	kã35	k ã ³⁵		709	26.3530106	100.1930442		i n t
3594	1425_teach	teach	Zhoucheng	Zhoucheng	ka35	ka35	k a ³⁵	zhou1234	709	25.8958826	100.0988062		i n t
3595	1425_teach	teach	Mazhelong	Mazhelong	kaŋ55	kaŋ55	k a ŋ ⁵⁵		709	24.1677209	104.1950232		i n c t
#
3596	1650_tearuprip	tear up, rip	ProtoBai	Proto-Bai	pʰe1	pʰe1	pʰ e ¹		1735				i n t
3597	1650_tearuprip	tear up, rip	Tuoluo	Tuoluo	(tʰi42pʰo55)	tʰi42pʰo55	tʰ i ⁴² + pʰ o ⁵⁵	tuol1234	1735	23.3833337	102.1839821		i n t + i n t
3598	1650_tearuprip	tear up, rip	Gongxing	Gongxing	(tɕien55)	tɕien55	tɕ i/j e n ⁵⁵		1735	27.0852794	99.1652452		i m n c t
3599	1650_tearuprip	tear up, rip	Enqi	Enqi	pʰi24	pʰi24	pʰ i ²⁴	enqi1234	1735	26.4738155	99.1189832		i n t
3600	1650_tearuprip	tear up, rip	Ega	Ega	tɕʰyi55	tɕʰyi55	tɕʰ y/ɥ i ⁵⁵	egab1234	1735	26.4858945	98.8528962		i m n t
3601	1650_tearuprip	tear up, rip	Jinman	Jinman	tɕʰyi55	tɕʰyi55	tɕʰ y/ɥ i ⁵⁵	nuji1238	1735	26.4154856	99.1285952		i m n t
3602	1650_tearuprip	tear up, rip	Dashi	Dashi	pʰe55	pʰe55	pʰ e ⁵⁵		1735	26.3530106	100.1930442		i n t
3603	1650_tearuprip	tear up, rip	Zhoucheng	Zhoucheng	pʰe55	pʰe55	pʰ e ⁵⁵	zhou1234	1735	25.8958826	100.0988062		i n t
3604	1650_tearuprip	tear up, rip	Mazhelong	Mazhelong	pʰɛ55	pʰɛ55	pʰ ɛ ⁵⁵		1735	24.1677209	104.1950232		i n t
#
3605	806_ten	ten	ProtoBai	Proto-Bai	dzri4	dzri4	ɖʐ i ⁴		1515				i n t
3606	806_ten	ten	Tuoluo	Tuoluo	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	tuol1234	1515	23.3833337	102.1839821		i n t
3607	806_ten	ten	Gongxing	Gongxing	dʐi21	dʐi21	ɖʐ i ²¹		1515	27.0852794	99.1652452		i n t
3608	806_ten	ten	Enqi	Enqi	tsɿ21	tsɿ21	ts ɿ ²¹	enqi1234	1515	26.4738155	99.1189832		i n t
3609	806_ten	ten	Ega	Ega	tsɛ42	tsɛ42	ts ɛ ⁴²	egab1234	1515	26.4858945	98.8528962		i n t
3610	806_ten	ten	Jinman	Jinman	tʂɚ42	tʂɚ42	ʈʂ ɚ/ə ⁴²	nuji1238	1515	26.4154856	99.1285952		i n t
3611	806_ten	ten	Jinxing	Jinxing	tsa42	tsa42	ts a ⁴²		1515	24.9259218	103.1237482		i n t
3612	806_ten	ten	Dashi	Dashi	tʂi42	tʂi42	ʈʂ i ⁴²		1515	26.3530106	100.1930442		i n t
3613	806_ten	ten	Zhoucheng	Zhoucheng	tsi42	tsi42	ts i ⁴²	zhou1234	1515	25.8958826	100.0988062		i n t
3614	806_ten	ten	Mazhelong	Mazhelong	tsʰi42	tsʰi42	tsʰ i ⁴²		1515	24.1677209	104.1950232		i n t
#
3615	1057_tenderyoungplant	tender young (plant)	ProtoBai	Proto-Bai	njeŋ1b	njeŋ1b	n j e ŋ 1b/¹						i m n c t
3616	1057_tenderyoungplant	tender young (plant)	Tuoluo	Tuoluo	jẽ35	jẽ35	j ẽ ³⁵	tuol1234		23.3833337	102.1839821		m n t
3617	1057_tenderyoungplant	tender young (plant)	Gongxing	Gongxing	ɲe12	ɲe12	ɲ e ¹²			27.0852794	99.1652452		i n t
3618	1057_tenderyoungplant	tender young (plant)	Enqi	Enqi	ɲiǝ21	ɲiǝ21	ɲ i ə ²¹	enqi1234		26.4738155	99.1189832		i m n t
3619	1057_tenderyoungplant	tender young (plant)	Ega	Ega	ɲi21	ɲi21	ɲ i ²¹	egab1234		26.4858945	98.8528962		i n t
3620	1057_tenderyoungplant	tender young (plant)	Jinman	Jinman	ɲi21	ɲi21	ɲ i ²¹	nuji1238		26.4154856	99.1285952		i n t
3621	1057_tenderyoungplant	tender young (plant)	Jinxing	Jinxing	jẽ21	jẽ21	j ẽ ²¹			24.9259218	103.1237482		m n t
3622	1057_tenderyoungplant	tender young (plant)	Dashi	Dashi	ʑẽ21	ʑẽ21	ʑ ẽ ²¹			26.3530106	100.1930442		i n t
3623	1057_tenderyoungplant	tender young (plant)	Zhoucheng	Zhoucheng	(tɕʰiɛ33)	tɕʰiɛ33	tɕʰ i/j ɛ ³³	zhou1234		25.8958826	100.0988062		i m n t
3624	1057_tenderyoungplant	tender young (plant)	Mazhelong	Mazhelong	ɲiǝɯ21	ɲiǝɯ21	ɲ i əɯ ²¹			24.1677209	104.1950232		i m n t
#
3625	130_tendonsinew	tendon; sinew	ProtoBai	Proto-Bai	tɕen1	tɕen1	tɕ e n ¹		1137				i n c t
3626	130_tendonsinew	tendon; sinew	Tuoluo	Tuoluo	tɕen55	tɕen55	tɕ e n ⁵⁵	tuol1234	1137	23.3833337	102.1839821		i n c t
3627	130_tendonsinew	tendon; sinew	Gongxing	Gongxing	tɕien22	tɕien22	tɕ i/j e n ²²		1137	27.0852794	99.1652452		i m n c t
3628	130_tendonsinew	tendon; sinew	Enqi	Enqi	tɕi24	tɕi24	tɕ i ²⁴	enqi1234	1137	26.4738155	99.1189832		i n t
3629	130_tendonsinew	tendon; sinew	Ega	Ega	tɕi55	tɕi55	tɕ i ⁵⁵	egab1234	1137	26.4858945	98.8528962		i n t
3630	130_tendonsinew	tendon; sinew	Jinman	Jinman	tɕɨ̃55	tɕɨ̃55	tɕ ĩ ⁵⁵	nuji1238	1137	26.4154856	99.1285952		i n t
3631	130_tendonsinew	tendon; sinew	Jinxing	Jinxing	tɕien55	tɕien55	tɕ i/j e n ⁵⁵		1137	24.9259218	103.1237482		i m n c t
3632	130_tendonsinew	tendon; sinew	Dashi	Dashi	tɕien35	tɕien35	tɕ i/j e n ³⁵		1137	26.3530106	100.1930442		i m n c t
3633	130_tendonsinew	tendon; sinew	Zhoucheng	Zhoucheng	tɕe35	tɕe35	tɕ e ³⁵	zhou1234	1137	25.8958826	100.0988062		i n t
3634	130_tendonsinew	tendon; sinew	Mazhelong	Mazhelong	tɕĩ55	tɕĩ55	tɕ ĩ ⁵⁵		1137	24.1677209	104.1950232		i n t
#
3635	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	ProtoBai	Proto-Bai	dzro4	dzro4	ɖʐ o ⁴						i n t
3636	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Tuoluo	Tuoluo	ʐy42	ʐy42	ʐ y ⁴²	tuol1234		23.3833337	102.1839821		i n t
3637	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Gongxing	Gongxing	dzao21	dzao21	dz ao ²¹			27.0852794	99.1652452		i n t
3638	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Enqi	Enqi	tɕio21	tɕio21	tɕ i/j o ²¹	enqi1234		26.4738155	99.1189832		i m n t
3639	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Ega	Ega	tɕiu42	tɕiu42	tɕ i u ⁴²	egab1234		26.4858945	98.8528962		i m n t
3640	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Jinman	Jinman	tɕio21	tɕio21	tɕ i/j o ²¹	nuji1238		26.4154856	99.1285952		i m n t
3641	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Jinxing	Jinxing	tsṽ42	tsṽ42	ts ṽ/ʯ̃ ⁴²			24.9259218	103.1237482		i n t
3642	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Dashi	Dashi	tʂõ42	tʂõ42	ʈʂ õ ⁴²			26.3530106	100.1930442		i n t
3643	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Zhoucheng	Zhoucheng	tsv42	tsv42	ts v/ʯ ⁴²	zhou1234		25.8958826	100.0988062		i n t
3644	767_the12animalsrepresentingthe12years	the 12 animals representing the 12 years	Mazhelong	Mazhelong	tsʰu21	tsʰu21	tsʰ u ²¹			24.1677209	104.1950232		i n t
#
3645	722_theupperpartupreachesabove	the upper part; up reaches; above	ProtoBai	Proto-Bai	djoŋ2	djoŋ2	d j o ŋ ²		1753				i m n c t
3646	722_theupperpartupreachesabove	the upper part; up reaches; above	Tuoluo	Tuoluo	doŋ33	doŋ33	d o ŋ ³³	tuol1234	1753	23.3833337	102.1839821		i n c t
3647	722_theupperpartupreachesabove	the upper part; up reaches; above	Gongxing	Gongxing	doŋ33	doŋ33	d o ŋ ³³		1753	27.0852794	99.1652452		i n c t
3648	722_theupperpartupreachesabove	the upper part; up reaches; above	Enqi	Enqi	do22	do22	d o ²²	enqi1234	1753	26.4738155	99.1189832		i n t
3649	722_theupperpartupreachesabove	the upper part; up reaches; above	Ega	Ega	to22	to22	t o ²²	egab1234	1753	26.4858945	98.8528962		i n t
3650	722_theupperpartupreachesabove	the upper part; up reaches; above	Jinman	Jinman	ɖɯ22	ɖɯ22	ɖ ɯ ²²	nuji1238	1753	26.4154856	99.1285952		i n t
3651	722_theupperpartupreachesabove	the upper part; up reaches; above	Jinxing	Jinxing	tõ33	tõ33	t õ ³³		1753	24.9259218	103.1237482		i n t
3652	722_theupperpartupreachesabove	the upper part; up reaches; above	Dashi	Dashi	tõ33	tõ33	t õ ³³		1753	26.3530106	100.1930442		i n t
3653	722_theupperpartupreachesabove	the upper part; up reaches; above	Zhoucheng	Zhoucheng	to33	to33	t o ³³	zhou1234	1753	25.8958826	100.0988062		i n t
3654	722_theupperpartupreachesabove	the upper part; up reaches; above	Mazhelong	Mazhelong	doŋ33	doŋ33	d o ŋ ³³		1753	24.1677209	104.1950232		i n c t
#
3655	980_thick	thick	ProtoBai	Proto-Bai	ɢɯ2	ɢɯ2	ɣ ɯ ²		1244				i n t
3656	980_thick	thick	Tuoluo	Tuoluo	ʁɚ33	ʁɚ33	ʁ ɚ/ə ³³	tuol1234	1244	23.3833337	102.1839821		i n t
3657	980_thick	thick	Gongxing	Gongxing	ɢe22	ɢe22	ɣ e ²²		1244	27.0852794	99.1652452		i n t
3658	980_thick	thick	Enqi	Enqi	ɢɯ22	ɢɯ22	ɣ ɯ ²²	enqi1234	1244	26.4738155	99.1189832		i n t
3659	980_thick	thick	Jinman	Jinman	qɯ̃42	qɯ̃42	q ɯ̃ ⁴²	nuji1238	1244	26.4154856	99.1285952		i n t
3660	980_thick	thick	Jinxing	Jinxing	kẽ33	kẽ33	k ẽ ³³		1244	24.9259218	103.1237482		i n t
3661	980_thick	thick	Dashi	Dashi	kẽ33	kẽ33	k ẽ ³³		1244	26.3530106	100.1930442		i n t
3662	980_thick	thick	Zhoucheng	Zhoucheng	kɯ33	kɯ33	k ɯ ³³	zhou1234	1244	25.8958826	100.0988062		i n t
3663	980_thick	thick	Mazhelong	Mazhelong	kǝɯ33	kǝɯ33	k əɯ ³³		1244	24.1677209	104.1950232		i n t
#
3664	194_thief	thief	ProtoBai	Proto-Bai	djɛ5	djɛ5	d j ɛ ⁵		1160				i m n t
3665	194_thief	thief	Tuoluo	Tuoluo	de21(bo42)	de21	d e ²¹	tuol1234	1160	23.3833337	102.1839821		i n t
3666	194_thief	thief	Gongxing	Gongxing	dɛ42	dɛ42	d ɛ ⁴²		1160	27.0852794	99.1652452		i n t
3667	194_thief	thief	Enqi	Enqi	(tsɿ21)	tsɿ21	ts ɿ ²¹	enqi1234	1160	26.4738155	99.1189832		i n t
3668	194_thief	thief	Ega	Ega	ti42	ti42	t i ⁴²	egab1234	1160	26.4858945	98.8528962		i n t
3669	194_thief	thief	Jinman	Jinman	die42	die42	d i/j e ⁴²	nuji1238	1160	26.4154856	99.1285952		i m n t
3670	194_thief	thief	Jinxing	Jinxing	(tsɯ42)	tsɯ42	ts ɯ ⁴²		1160	24.9259218	103.1237482		i n t
3671	194_thief	thief	Dashi	Dashi	(tsẽ42)	tsẽ42	ts ẽ ⁴²		1160	26.3530106	100.1930442		i n t
3672	194_thief	thief	Zhoucheng	Zhoucheng	(tsɯ42)	tsɯ42	ts ɯ ⁴²	zhou1234	1160	25.8958826	100.0988062		i n t
3673	194_thief	thief	Mazhelong	Mazhelong	den21	den21	d e n ²¹		1160	24.1677209	104.1950232		i n c t
#
3674	1726_think	think	ProtoBai	Proto-Bai	mi2	mi2	m i ²		2271				i n t
3675	1726_think	think	Tuoluo	Tuoluo	mi33	mi33	m i ³³	tuol1234	2271	23.3833337	102.1839821		i n t
3676	1726_think	think	Ega	Ega	mi22(/suɛ42)	mi22	m i ²²	egab1234	2271	26.4858945	98.8528962		i n t
3677	1726_think	think	Ega	Ega	mi22(/suɛ42)	suɛ42)	s u/w ɛ ⁴²	egab1234	2271	26.4858945	98.8528962		i m n t
3678	1726_think	think	Jinman	Jinman	mi22	mi22	m i ²²	nuji1238	2271	26.4154856	99.1285952		i n t
3679	1726_think	think	Jinxing	Jinxing	mi33	mi33	m i ³³		2271	24.9259218	103.1237482		i n t
3680	1726_think	think	Dashi	Dashi	mi33	mi33	m i ³³		2271	26.3530106	100.1930442		i n t
3681	1726_think	think	Zhoucheng	Zhoucheng	mi33	mi33	m i ³³	zhou1234	2271	25.8958826	100.0988062		i n t
3682	1726_think	think	Mazhelong	Mazhelong	[ɕaŋ21]	ɕaŋ21	ɕ a ŋ ²¹		2271	24.1677209	104.1950232		i n c t
#
3683	391_thornsplinter	thorn; splinter	ProtoBai	Proto-Bai	tsʰe3	tsʰe3	tsʰ e ³		124				i n t
3684	391_thornsplinter	thorn; splinter	Tuoluo	Tuoluo	tɕʰi121	tɕʰi121	tɕʰ i ¹²¹	tuol1234	124	23.3833337	102.1839821		i n t
3685	391_thornsplinter	thorn; splinter	Ega	Ega	tsʰi42	tsʰi42	tsʰ i ⁴²	egab1234	124	26.4858945	98.8528962		i n t
3686	391_thornsplinter	thorn; splinter	Jinman	Jinman	tsʰe42	tsʰe42	tsʰ e ⁴²	nuji1238	124	26.4154856	99.1285952		i n t
3687	391_thornsplinter	thorn; splinter	Jinxing	Jinxing	tɕʰi31	tɕʰi31	tɕʰ i ³¹		124	24.9259218	103.1237482		i n t
3688	391_thornsplinter	thorn; splinter	Dashi	Dashi	tɕʰi31	tɕʰi31	tɕʰ i ³¹		124	26.3530106	100.1930442		i n t
3689	391_thornsplinter	thorn; splinter	Zhoucheng	Zhoucheng	tɕʰi31	tɕʰi31	tɕʰ i ³¹	zhou1234	124	25.8958826	100.0988062		i n t
3690	391_thornsplinter	thorn; splinter	Mazhelong	Mazhelong	tɕʰi21	tɕʰi21	tɕʰ i ²¹		124	24.1677209	104.1950232		i n t
#
3691	826_thousand	thousand	ProtoBai	Proto-Bai	tsjʰen1	tsjʰen1	e n ¹		1843				n c t
3692	826_thousand	thousand	Tuoluo	Tuoluo	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	tuol1234	1843	23.3833337	102.1839821		i m n c t
3693	826_thousand	thousand	Gongxing	Gongxing	tɕʰian55	tɕʰian55	tɕʰ i/j a n ⁵⁵		1843	27.0852794	99.1652452		i m n c t
3694	826_thousand	thousand	Enqi	Enqi	tsʰi24	tsʰi24	tsʰ i ²⁴	enqi1234	1843	26.4738155	99.1189832		i n t
3695	826_thousand	thousand	Ega	Ega	tsʰi55	tsʰi55	tsʰ i ⁵⁵	egab1234	1843	26.4858945	98.8528962		i n t
3696	826_thousand	thousand	Jinman	Jinman	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵	nuji1238	1843	26.4154856	99.1285952		i n t
3697	826_thousand	thousand	Jinxing	Jinxing	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵		1843	24.9259218	103.1237482		i m n c t
3698	826_thousand	thousand	Dashi	Dashi	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵		1843	26.3530106	100.1930442		i m n c t
3699	826_thousand	thousand	Zhoucheng	Zhoucheng	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	zhou1234	1843	25.8958826	100.0988062		i n t
3700	826_thousand	thousand	Mazhelong	Mazhelong	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵		1843	24.1677209	104.1950232		i n t
#
1	461_thread	thread	ProtoBai	Proto-Bai	xɯ33	xɯ33	x ɯ ³³		1161				i n t
2	461_thread	thread	Tuoluo	Tuoluo	xɯ22	xɯ22	x ɯ ²²	tuol1234	1161	23.3833337	102.1839821		i n t
3	461_thread	thread	Gongxing	Gongxing	xɯ22	xɯ22	x ɯ ²²		1161	27.0852794	99.1652452		i n t
4	461_thread	thread	Enqi	Enqi	xɯ22	xɯ22	x ɯ ²²	enqi1234	1161	26.4738155	99.1189832		i n t
5	461_thread	thread	Ega	Ega	xɯ22	xɯ22	x ɯ ²²	egab1234	1161	26.4858945	98.8528962		i n t
6	461_thread	thread	Jinman	Jinman	xɯ22	xɯ22	x ɯ ²²	nuji1238	1161	26.4154856	99.1285952		i n t
7	461_thread	thread	Jinxing	Jinxing	(sou44jen42)	sou44jen42	s ou ⁴⁴ + j e n ⁴²		1161	24.9259218	103.1237482		i n t + m n c t
8	461_thread	thread	Dashi	Dashi	(xou35)	xou35	x ou ³⁵		1161	26.3530106	100.1930442		i n t
9	461_thread	thread	Zhoucheng	Zhoucheng	xɯ33	xɯ33	x ɯ ³³	zhou1234	1161	25.8958826	100.0988062		i n t
10	461_thread	thread	Mazhelong	Mazhelong	xɯ33	xɯ33	x ɯ ³³		1161	24.1677209	104.1950232		i n t
11	461_thread	thread	ProtoBai	Proto-Bai	xɯ2	xɯ2	x ɯ ²		1161				i n t
12	461_thread	thread	Tuoluo	Tuoluo	xɯ33	xɯ33	x ɯ ³³	tuol1234	1161	23.3833337	102.1839821		i n t
13	461_thread	thread	Gongxing	Gongxing	xɯ33	xɯ33	x ɯ ³³		1161	27.0852794	99.1652452		i n t
14	461_thread	thread	Enqi	Enqi	xɯ22	xɯ22	x ɯ ²²	enqi1234	1161	26.4738155	99.1189832		i n t
15	461_thread	thread	Ega	Ega	xɯ22	xɯ22	x ɯ ²²	egab1234	1161	26.4858945	98.8528962		i n t
16	461_thread	thread	Jinman	Jinman	xɯ22	xɯ22	x ɯ ²²	nuji1238	1161	26.4154856	99.1285952		i n t
17	461_thread	thread	Jinxing	Jinxing	(sou44jen42)	sou44jen42	s ou ⁴⁴ + j e n ⁴²		1161	24.9259218	103.1237482		i n t + m n c t
18	461_thread	thread	Dashi	Dashi	(xou35)	xou35	x ou ³⁵		1161	26.3530106	100.1930442		i n t
19	461_thread	thread	Zhoucheng	Zhoucheng	xɯ33	xɯ33	x ɯ ³³	zhou1234	1161	25.8958826	100.0988062		i n t
20	461_thread	thread	Mazhelong	Mazhelong	xɯ33	xɯ33	x ɯ ³³		1161	24.1677209	104.1950232		i n t
#
3701	799_three	three	ProtoBai	Proto-Bai	sʰaŋ1	sʰaŋ1	sʰ a ŋ ¹		492				i n c t
3702	799_three	three	Tuoluo	Tuoluo	saŋ55	saŋ55	s a ŋ ⁵⁵	tuol1234	492	23.3833337	102.1839821		i n c t
3703	799_three	three	Gongxing	Gongxing	saŋ24	saŋ24	s a ŋ ²⁴		492	27.0852794	99.1652452		i n c t
3704	799_three	three	Enqi	Enqi	sa24	sa24	s a ²⁴	enqi1234	492	26.4738155	99.1189832		i n t
3705	799_three	three	Ega	Ega	so55	so55	s o ⁵⁵	egab1234	492	26.4858945	98.8528962		i n t
3706	799_three	three	Jinman	Jinman	sã55	sã55	s ã ⁵⁵	nuji1238	492	26.4154856	99.1285952		i n t
3707	799_three	three	Jinxing	Jinxing	sɑ̃55	sɑ̃55	s ɑ̃ ⁵⁵		492	24.9259218	103.1237482		i n t
3708	799_three	three	Dashi	Dashi	sʰã55	sʰã55	sʰ ã ⁵⁵		492	26.3530106	100.1930442		i n t
3709	799_three	three	Zhoucheng	Zhoucheng	sa55	sa55	s a ⁵⁵	zhou1234	492	25.8958826	100.0988062		i n t
3710	799_three	three	Mazhelong	Mazhelong	saŋ55	saŋ55	s a ŋ ⁵⁵		492	24.1677209	104.1950232		i n c t
#
3711	8_thunder	thunder	ProtoBai	Proto-Bai	sky+cry	xen1+cry	x e n ¹ + c r y		1150				i n c t + i m n
3712	8_thunder	thunder	Tuoluo	Tuoluo	xen55ma35	xen55ma35	x e n ⁵⁵ + m a ³⁵	tuol1234	1150	23.3833337	102.1839821		i n c t + i n t
3713	8_thunder	thunder	Gongxing	Gongxing	hen55mæ12	hen55mæ12	h e n ⁵⁵ + m æ ¹²		1150	27.0852794	99.1652452		i n c t + i n t
3714	8_thunder	thunder	Enqi	Enqi	xE24mæ21	xE24mæ21	x ᴇ/ɛ ²⁴ + m æ ²¹	enqi1234	1150	26.4738155	99.1189832		i n t + i n t
3715	8_thunder	thunder	Ega	Ega	xẽ55ma21	xẽ55ma21	x ẽ ⁵⁵ + m a ²¹	egab1234	1150	26.4858945	98.8528962		i n t + i n t
3716	8_thunder	thunder	Jinman	Jinman	xẽ55ma21	xẽ55ma21	x ẽ ⁵⁵ + m a ²¹	nuji1238	1150	26.4154856	99.1285952		i n t + i n t
3717	8_thunder	thunder	Jinxing	Jinxing	xen55man21	xen55man21	x e n ⁵⁵ + m a n ²¹		1150	24.9259218	103.1237482		i n c t + i n c t
3718	8_thunder	thunder	Dashi	Dashi	xen55mɚ21	xen55mɚ21	x e n ⁵⁵ + m ɚ/ə ²¹		1150	26.3530106	100.1930442		i n c t + i n t
3719	8_thunder	thunder	Zhoucheng	Zhoucheng	xe55mɛ21	xe55mɛ21	x e ⁵⁵ + m ɛ ²¹	zhou1234	1150	25.8958826	100.0988062		i n t + i n t
3720	8_thunder	thunder	Mazhelong	Mazhelong	xen55mɚ21	xen55mɚ21	x e n ⁵⁵ + m ɚ/ə ²¹		1150	24.1677209	104.1950232		i n c t + i n t
#
3721	1645_tieacowto	tie (a cow) to	ProtoBai	Proto-Bai	bjo4	bjo4	b j o ⁴		2891				i m n t
3722	1645_tieacowto	tie (a cow) to	Tuoluo	Tuoluo	vɚ42	vɚ42	v ɚ/ə ⁴²	tuol1234	2891	23.3833337	102.1839821		i n t
3723	1645_tieacowto	tie (a cow) to	Gongxing	Gongxing	bvw21	bwɯ21	b w ɯ ²¹		2891	27.0852794	99.1652452		i m n t
3724	1645_tieacowto	tie (a cow) to	Enqi	Enqi	fo21	fo21	f o ²¹	enqi1234	2891	26.4738155	99.1189832		i n t
3725	1645_tieacowto	tie (a cow) to	Ega	Ega	u21	u21	u ²¹	egab1234	2891	26.4858945	98.8528962		n t
3726	1645_tieacowto	tie (a cow) to	Jinman	Jinman	u21	u21	u ²¹	nuji1238	2891	26.4154856	99.1285952		n t
3727	1645_tieacowto	tie (a cow) to	Zhoucheng	Zhoucheng	pɛ21	pɛ21	p ɛ ²¹	zhou1234	2891	25.8958826	100.0988062		i n t
3728	1645_tieacowto	tie (a cow) to	Mazhelong	Mazhelong	pʰɯ42	pʰɯ42	pʰ ɯ ⁴²		2891	24.1677209	104.1950232		i n t
#
3729	304_tiger	tiger	ProtoBai	Proto-Bai	lɔ1b	lɔ1b	l ɔ 1b/¹		846				i n t
3730	304_tiger	tiger	Tuoluo	Tuoluo	lɔ35	lɔ35	l ɔ ³⁵	tuol1234	846	23.3833337	102.1839821		i n t
3731	304_tiger	tiger	Gongxing	Gongxing	lao12	lao12	l ao ¹²		846	27.0852794	99.1652452		i n t
