# Wordlist

# DATA
ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	CONCEPTICON	LATITUDE	LONGITUDE	COGNACY	STRUCTURE
2433	172_oldlady	old lady	Dashi	Dashi	jou42	jou42	j ou ⁴²		907	26.3530106	100.1930442		m n t
#
2434	797_one	one	ProtoBai	Proto-Bai	ʔa4	ʔa4	ʔ a ⁴		1493				i n t
2435	797_one	one	Tuoluo	Tuoluo	a21	a21	a ²¹	tuol1234	1493	23.3833337	102.1839821		n t
2436	797_one	one	Gongxing	Gongxing	a55	a55	a ⁵⁵		1493	27.0852794	99.1652452		n t
2437	797_one	one	Enqi	Enqi	a43	a43	a ⁴³	enqi1234	1493	26.4738155	99.1189832		n t
2438	797_one	one	Ega	Ega	a42	a42	a ⁴²	egab1234	1493	26.4858945	98.8528962		n t
2439	797_one	one	Jinman	Jinman	a42	a42	a ⁴²	nuji1238	1493	26.4154856	99.1285952		n t
2440	797_one	one	Jinxing	Jinxing	a42	a42	a ⁴²		1493	24.9259218	103.1237482		n t
2441	797_one	one	Zhoucheng	Zhoucheng	a31	a31	a ³¹	zhou1234	1493	25.8958826	100.0988062		n t
2442	797_one	one	Mazhelong	Mazhelong	a21	a21	a ²¹		1493	24.1677209	104.1950232		n t
#
2443	423_onionscallion	onion, scallion	ProtoBai	Proto-Bai	tsʰuŋ1	tsʰuŋ1	tsʰ u ŋ ¹		2366				i n c t
2444	423_onionscallion	onion, scallion	Tuoluo	Tuoluo	tsʰv55	tsʰv55	tsʰ v/ʯ ⁵⁵	tuol1234	2366	23.3833337	102.1839821		i n t
2445	423_onionscallion	onion, scallion	Gongxing	Gongxing	tsʰ55	tsʰ55	tsʰ */ə ⁵⁵		2366	27.0852794	99.1652452		i n t
2446	423_onionscallion	onion, scallion	Enqi	Enqi	tsʰo42	tsʰo42	tsʰ o ⁴²	enqi1234	2366	26.4738155	99.1189832		i n t
2447	423_onionscallion	onion, scallion	Ega	Ega	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵	egab1234	2366	26.4858945	98.8528962		i n c t
2448	423_onionscallion	onion, scallion	Jinman	Jinman	tsʰo55	tsʰo55	tsʰ o ⁵⁵	nuji1238	2366	26.4154856	99.1285952		i n t
2449	423_onionscallion	onion, scallion	Jinxing	Jinxing	tsʰṽ55	tsʰṽ55	tsʰ ṽ/ʯ̃ ⁵⁵		2366	24.9259218	103.1237482		i n t
2450	423_onionscallion	onion, scallion	Dashi	Dashi	tsʰõ55	tsʰõ55	tsʰ õ ⁵⁵		2366	26.3530106	100.1930442		i n t
2451	423_onionscallion	onion, scallion	Zhoucheng	Zhoucheng	tsʰi55[/fi31tsʰu31]	tsʰi55	tsʰ i ⁵⁵	zhou1234	2366	25.8958826	100.0988062		i n t
2452	423_onionscallion	onion, scallion	Zhoucheng	Zhoucheng	tsʰi55[/fi31tsʰu31]	fi31tsʰu31]	f i ³¹ + tsʰ u ³¹	zhou1234	2366	25.8958826	100.0988062		i n t + i n t
2453	423_onionscallion	onion, scallion	Mazhelong	Mazhelong	tsʰoŋ55	tsʰoŋ55	tsʰ o ŋ ⁵⁵		2366	24.1677209	104.1950232		i n c t
#
2454	1461_open	open	ProtoBai	Proto-Bai	qʰɯ̃1	qʰɯ̃1	qʰ ɯ̃ ¹		1156				i n t
2455	1461_open	open	Tuoluo	Tuoluo	qʰɚ̃55	qʰɚ̃55	qʰ ɚ/ə̃ ⁵⁵	tuol1234	1156	23.3833337	102.1839821		i n t
2456	1461_open	open	Gongxing	Gongxing	qʰe55	qʰe55	qʰ e ⁵⁵		1156	27.0852794	99.1652452		i n t
2457	1461_open	open	Enqi	Enqi	qʰɯ24	qʰɯ24	qʰ ɯ ²⁴	enqi1234	1156	26.4738155	99.1189832		i n t
2458	1461_open	open	Ega	Ega	qʰɯ55	qʰɯ55	qʰ ɯ ⁵⁵	egab1234	1156	26.4858945	98.8528962		i n t
2459	1461_open	open	Jinman	Jinman	qʰɯ̃55	qʰɯ̃55	qʰ ɯ̃ ⁵⁵	nuji1238	1156	26.4154856	99.1285952		i n t
2460	1461_open	open	Jinxing	Jinxing	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵		1156	24.9259218	103.1237482		i n t
2461	1461_open	open	Dashi	Dashi	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵		1156	26.3530106	100.1930442		i n t
2462	1461_open	open	Zhoucheng	Zhoucheng	kʰɯ55	kʰɯ55	kʰ ɯ ⁵⁵	zhou1234	1156	25.8958826	100.0988062		i n t
2463	1461_open	open	Mazhelong	Mazhelong	kʰǝ55	kʰǝ55	kʰ ə ⁵⁵		1156	24.1677209	104.1950232		i n t
#
2464	714_outside	outside	ProtoBai	Proto-Bai	ŋua4	ŋua4	ŋ u/w a ⁴		762				i m n t
2465	714_outside	outside	Tuoluo	Tuoluo	ŋuɔ42	ŋuɔ42	ŋ u/w ɔ ⁴²	tuol1234	762	23.3833337	102.1839821		i m n t
2466	714_outside	outside	Gongxing	Gongxing	uaŋ24	uaŋ24	u/w a ŋ ²⁴		762	27.0852794	99.1652452		i n c t
2467	714_outside	outside	Enqi	Enqi	ua55	ua55	u/w a ⁵⁵	enqi1234	762	26.4738155	99.1189832		i n t
2468	714_outside	outside	Ega	Ega	ŋua44	ŋua44	ŋ u/w a ⁴⁴	egab1234	762	26.4858945	98.8528962		i m n t
2469	714_outside	outside	Jinman	Jinman	(pɯ55ʐɚ21nõ22)	pɯ55ʐɚ21nõ22	p ɯ ⁵⁵ + ʐ ɚ/ə ²¹ + n õ ²²	nuji1238	762	26.4154856	99.1285952		i n t + i n t + i n t
2470	714_outside	outside	Jinxing	Jinxing	uɑ̃44	uɑ̃44	u/w ɑ̃ ⁴⁴		762	24.9259218	103.1237482		i n t
2471	714_outside	outside	Dashi	Dashi	uaŋ33	uaŋ33	u/w a ŋ ³³		762	26.3530106	100.1930442		i n c t
2472	714_outside	outside	Zhoucheng	Zhoucheng	ua44	ua44	u/w a ⁴⁴	zhou1234	762	25.8958826	100.0988062		i n t
2473	714_outside	outside	Mazhelong	Mazhelong	ŋua44	ŋua44	ŋ u/w a ⁴⁴		762	24.1677209	104.1950232		i m n t
#
2474	42_paddyfields	paddy fields	ProtoBai	Proto-Bai	water	ɕui2	ɕ u/w i ²		140				i m n t
2475	42_paddyfields	paddy fields	Tuoluo	Tuoluo	ɕyi3ʑi21	ɕyi3ʑi21	ɕ y/ɥ i ³ + ʑ i ²¹	tuol1234	140	23.3833337	102.1839821		i m n t + i n t
2476	42_paddyfields	paddy fields	Jinxing	Jinxing	tsa21tɕi31	tsa21tɕi31	ts a ²¹ + tɕ i ³¹		140	24.9259218	103.1237482		i n t + i n t
2477	42_paddyfields	paddy fields	Dashi	Dashi	ɕyi33tɕi21	ɕyi33tɕi21	ɕ y/ɥ i ³³ + tɕ i ²¹		140	26.3530106	100.1930442		i m n t + i n t
2478	42_paddyfields	paddy fields	Zhoucheng	Zhoucheng	tɕi31	tɕi31	tɕ i ³¹	zhou1234	140	25.8958826	100.0988062		i n t
2479	42_paddyfields	paddy fields	Mazhelong	Mazhelong	ɕu33ti31	ɕu33ti31	ɕ u ³³ + t i ³¹		140	24.1677209	104.1950232		i n t + i n t
#
2480	403_paddyrice	paddy rice	ProtoBai	Proto-Bai	sɔ4	sɔ4	s ɔ ⁴		2026				i n t
2481	403_paddyrice	paddy rice	Gongxing	Gongxing	sao42	sao42	s ao ⁴²		2026	27.0852794	99.1652452		i n t
2482	403_paddyrice	paddy rice	Enqi	Enqi	so55	so55	s o ⁵⁵	enqi1234	2026	26.4738155	99.1189832		i n t
2483	403_paddyrice	paddy rice	Zhoucheng	Zhoucheng	si55	si55	s i ⁵⁵	zhou1234	2026	25.8958826	100.0988062		i n t
2484	403_paddyrice	paddy rice	Mazhelong	Mazhelong	sv44	sv44	s v/ʯ ⁴⁴		2026	24.1677209	104.1950232		i n t
2485	403_paddyrice	paddy rice	ProtoBai	Proto-Bai	ɢɔ1	ɢɔ1	ɣ ɔ ¹		2026				i n t
2486	403_paddyrice	paddy rice	Tuoluo	Tuoluo	ʁɔ35	ʁɔ35	ʁ ɔ ³⁵	tuol1234	2026	23.3833337	102.1839821		i n t
2487	403_paddyrice	paddy rice	Enqi	Enqi	qo21	qo21	q o ²¹	enqi1234	2026	26.4738155	99.1189832		i n t
2488	403_paddyrice	paddy rice	Ega	Ega	qo21	qo21	q o ²¹	egab1234	2026	26.4858945	98.8528962		i n t
2489	403_paddyrice	paddy rice	Jinman	Jinman	qo21	qo21	q o ²¹	nuji1238	2026	26.4154856	99.1285952		i n t
2490	403_paddyrice	paddy rice	Jinxing	Jinxing	kou21	kou21	k ou ²¹		2026	24.9259218	103.1237482		i n t
2491	403_paddyrice	paddy rice	Dashi	Dashi	ku21	ku21	k u ²¹		2026	26.3530106	100.1930442		i n t
2492	403_paddyrice	paddy rice	Zhoucheng	Zhoucheng	kuo21	kuo21	k u/w o ²¹	zhou1234	2026	25.8958826	100.0988062		i m n t
#
2493	2105_paint	paint	ProtoBai	Proto-Bai	tsʰji4	tsʰji4	tsʰ j i ⁴		647				i m n t
2494	2105_paint	paint	Gongxing	Gongxing	tɕʰi24	tɕʰi24	tɕʰ i ²⁴		647	27.0852794	99.1652452		i n t
2495	2105_paint	paint	Enqi	Enqi	tsʰi55	tsʰi55	tsʰ i ⁵⁵	enqi1234	647	26.4738155	99.1189832		i n t
2496	2105_paint	paint	Ega	Ega	tsʰi55	tsʰi55	tsʰ i ⁵⁵	egab1234	647	26.4858945	98.8528962		i n t
2497	2105_paint	paint	Jinman	Jinman	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	nuji1238	647	26.4154856	99.1285952		i n t
2498	2105_paint	paint	Zhoucheng	Zhoucheng	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	zhou1234	647	25.8958826	100.0988062		i n t
2499	2105_paint	paint	Mazhelong	Mazhelong	tɕʰi44	tɕʰi44	tɕʰ i ⁴⁴		647	24.1677209	104.1950232		i n t
#
2500	647_paper	paper	ProtoBai	Proto-Bai	tsri2	tsri2	ts r i ²		648				i m n t
2501	647_paper	paper	Tuoluo	Tuoluo	tʂɚ̃33	tʂɚ̃33	ʈʂ ɚ/ə̃ ³³	tuol1234	648	23.3833337	102.1839821		i n t
2502	647_paper	paper	Gongxing	Gongxing	tʂi22	tʂi22	ʈʂ i ²²		648	27.0852794	99.1652452		i n t
2503	647_paper	paper	Enqi	Enqi	tsɿ22	tsɿ22	ts ɿ ²²	enqi1234	648	26.4738155	99.1189832		i n t
2504	647_paper	paper	Ega	Ega	tsɛ22	tsɛ22	ts ɛ ²²	egab1234	648	26.4858945	98.8528962		i n t
2505	647_paper	paper	Jinman	Jinman	tʂɚ̃22	tʂɚ̃22	ʈʂ ɚ/ə̃ ²²	nuji1238	648	26.4154856	99.1285952		i n t
2506	647_paper	paper	Jinxing	Jinxing	tsi33	tsi33	ts i ³³		648	24.9259218	103.1237482		i n t
2507	647_paper	paper	Dashi	Dashi	tʂi33	tʂi33	ʈʂ i ³³		648	26.3530106	100.1930442		i n t
2508	647_paper	paper	Zhoucheng	Zhoucheng	tsi33	tsi33	ts i ³³	zhou1234	648	25.8958826	100.0988062		i n t
2509	647_paper	paper	Mazhelong	Mazhelong	tsi33	tsi33	ts i ³³		648	24.1677209	104.1950232		i n t
#
2510	1733_parepeelwithaknife	pare/peel with a knife	ProtoBai	Proto-Bai	ɕo4	ɕo4	ɕ o ⁴						i n t
2511	1733_parepeelwithaknife	pare/peel with a knife	Tuoluo	Tuoluo	ɕu42	ɕu42	ɕ u ⁴²	tuol1234		23.3833337	102.1839821		i n t
2512	1733_parepeelwithaknife	pare/peel with a knife	Gongxing	Gongxing	(bi12)	bi12	b i ¹²			27.0852794	99.1652452		i n t
2513	1733_parepeelwithaknife	pare/peel with a knife	Enqi	Enqi	ɕo55	ɕo55	ɕ o ⁵⁵	enqi1234		26.4738155	99.1189832		i n t
2514	1733_parepeelwithaknife	pare/peel with a knife	Ega	Ega	ɕu44	ɕu44	ɕ u ⁴⁴	egab1234		26.4858945	98.8528962		i n t
2515	1733_parepeelwithaknife	pare/peel with a knife	Jinman	Jinman	(la55)	la55	l a ⁵⁵	nuji1238		26.4154856	99.1285952		i n t
2516	1733_parepeelwithaknife	pare/peel with a knife	Jinxing	Jinxing	ɕou44)	ɕou44)	ɕ ou ⁴⁴			24.9259218	103.1237482		i n t
2517	1733_parepeelwithaknife	pare/peel with a knife	Dashi	Dashi	ɕʰou44	ɕʰou44	ɕʰ ou ⁴⁴			26.3530106	100.1930442		i n t
2518	1733_parepeelwithaknife	pare/peel with a knife	Zhoucheng	Zhoucheng	(pe21)	pe21	p e ²¹	zhou1234		25.8958826	100.0988062		i n t
2519	1733_parepeelwithaknife	pare/peel with a knife	Mazhelong	Mazhelong	[ɕo55]	ɕo55	ɕ o ⁵⁵			24.1677209	104.1950232		i n t
#
2520	1161_patchclothing	patch (clothing)	ProtoBai	Proto-Bai	pu2	pu2	p u ²		2243				i n t
2521	1161_patchclothing	patch (clothing)	Tuoluo	Tuoluo	pɯ33	pɯ33	p ɯ ³³	tuol1234	2243	23.3833337	102.1839821		i n t
2522	1161_patchclothing	patch (clothing)	Gongxing	Gongxing	pu22	pu22	p u ²²		2243	27.0852794	99.1652452		i n t
2523	1161_patchclothing	patch (clothing)	Enqi	Enqi	pɯ22	pɯ22	p ɯ ²²	enqi1234	2243	26.4738155	99.1189832		i n t
2524	1161_patchclothing	patch (clothing)	Ega	Ega	pɯ22	pɯ22	p ɯ ²²	egab1234	2243	26.4858945	98.8528962		i n t
2525	1161_patchclothing	patch (clothing)	Jinman	Jinman	pu22	pu22	p u ²²	nuji1238	2243	26.4154856	99.1285952		i n t
2526	1161_patchclothing	patch (clothing)	Jinxing	Jinxing	pu33	pu33	p u ³³		2243	24.9259218	103.1237482		i n t
2527	1161_patchclothing	patch (clothing)	Dashi	Dashi	pu33	pu33	p u ³³		2243	26.3530106	100.1930442		i n t
2528	1161_patchclothing	patch (clothing)	Zhoucheng	Zhoucheng	tse33	tse33	ts e ³³	zhou1234	2243	25.8958826	100.0988062		i n t
2529	1161_patchclothing	patch (clothing)	Mazhelong	Mazhelong	pǝɯ33	pǝɯ33	p əɯ ³³		2243	24.1677209	104.1950232		i n t
#
2530	38_pathroad	path; road	ProtoBai	Proto-Bai	tʰju2	tʰju2	tʰ j u ²		2457				i m n t
2531	38_pathroad	path; road	Tuoluo	Tuoluo	tʰv33	tʰv33	tʰ v/ʯ ³³	tuol1234	2457	23.3833337	102.1839821		i n t
2532	38_pathroad	path; road	Gongxing	Gongxing	tʰy22	tʰy22	tʰ y ²²		2457	27.0852794	99.1652452		i n t
2533	38_pathroad	path; road	Enqi	Enqi	tʰiu22	tʰiu22	tʰ i u ²²	enqi1234	2457	26.4738155	99.1189832		i m n t
2534	38_pathroad	path; road	Ega	Ega	tɕiu22	tɕiu22	tɕ i u ²²	egab1234	2457	26.4858945	98.8528962		i m n t
2535	38_pathroad	path; road	Jinman	Jinman	ʈʰu22	ʈʰu22	ʈʰ u ²²	nuji1238	2457	26.4154856	99.1285952		i n t
2536	38_pathroad	path; road	Jinxing	Jinxing	tʰu33	tʰu33	tʰ u ³³		2457	24.9259218	103.1237482		i n t
2537	38_pathroad	path; road	Dashi	Dashi	tʰu33	tʰu33	tʰ u ³³		2457	26.3530106	100.1930442		i n t
2538	38_pathroad	path; road	Zhoucheng	Zhoucheng	tʰo33	tʰo33	tʰ o ³³	zhou1234	2457	25.8958826	100.0988062		i n t
2539	38_pathroad	path; road	Mazhelong	Mazhelong	tʰǝɯ33	tʰǝɯ33	tʰ əɯ ³³		2457	24.1677209	104.1950232		i n t
#
2540	1562_pavelay	pave; lay	ProtoBai	Proto-Bai	kʰuŋ1	kʰuŋ1	kʰ u ŋ ¹		2071				i n c t
2541	1562_pavelay	pave; lay	Tuoluo	Tuoluo	pʰɯ55	pʰɯ55	pʰ ɯ ⁵⁵	tuol1234	2071	23.3833337	102.1839821		i n t
2542	1562_pavelay	pave; lay	Gongxing	Gongxing	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵		2071	27.0852794	99.1652452		i n c t
2543	1562_pavelay	pave; lay	Enqi	Enqi	kʰo24	kʰo24	kʰ o ²⁴	enqi1234	2071	26.4738155	99.1189832		i n t
2544	1562_pavelay	pave; lay	Ega	Ega	kʰu55	kʰu55	kʰ u ⁵⁵	egab1234	2071	26.4858945	98.8528962		i n t
2545	1562_pavelay	pave; lay	Jinxing	Jinxing	kʰõ55	kʰõ55	kʰ õ ⁵⁵		2071	24.9259218	103.1237482		i n t
2546	1562_pavelay	pave; lay	Dashi	Dashi	pʰu33	pʰu33	pʰ u ³³		2071	26.3530106	100.1930442		i n t
2547	1562_pavelay	pave; lay	Zhoucheng	Zhoucheng	kʰou55	kʰou55	kʰ ou ⁵⁵	zhou1234	2071	25.8958826	100.0988062		i n t
2548	1562_pavelay	pave; lay	Mazhelong	Mazhelong	kʰoŋ55	kʰoŋ55	kʰ o ŋ ⁵⁵		2071	24.1677209	104.1950232		i n c t
#
2549	430_peabean	pea; bean	ProtoBai	Proto-Bai	dɯ5	dɯ5	d ɯ ⁵		2574				i n t
2550	430_peabean	pea; bean	Tuoluo	Tuoluo	djɯ21	djɯ21	d j ɯ ²¹	tuol1234	2574	23.3833337	102.1839821		i m n t
2551	430_peabean	pea; bean	Gongxing	Gongxing	di42	di42	d i ⁴²		2574	27.0852794	99.1652452		i n t
2552	430_peabean	pea; bean	Enqi	Enqi	dɯ43	dɯ43	d ɯ ⁴³	enqi1234	2574	26.4738155	99.1189832		i n t
2553	430_peabean	pea; bean	Ega	Ega	dɯ42	dɯ42	d ɯ ⁴²	egab1234	2574	26.4858945	98.8528962		i n t
2554	430_peabean	pea; bean	Jinman	Jinman	dɯ42	dɯ42	d ɯ ⁴²	nuji1238	2574	26.4154856	99.1285952		i n t
2555	430_peabean	pea; bean	Jinxing	Jinxing	tǝ̃31	tǝ̃31	t ə̃ ³¹		2574	24.9259218	103.1237482		i n t
2556	430_peabean	pea; bean	Dashi	Dashi	tɯ31	tɯ31	t ɯ ³¹		2574	26.3530106	100.1930442		i n t
2557	430_peabean	pea; bean	Zhoucheng	Zhoucheng	tɯ31	tɯ31	t ɯ ³¹	zhou1234	2574	25.8958826	100.0988062		i n t
2558	430_peabean	pea; bean	Mazhelong	Mazhelong	tɯ31dǝɯ21	tɯ31dǝɯ21	t ɯ ³¹ + d əɯ ²¹		2574	24.1677209	104.1950232		i n t + i n t
#
2559	392_peach	peach	ProtoBai	Proto-Bai	dɔ1	dɔ1	d ɔ ¹		2043				i n t
2560	392_peach	peach	Tuoluo	Tuoluo	dɔ35	dɔ35	d ɔ ³⁵	tuol1234	2043	23.3833337	102.1839821		i n t
2561	392_peach	peach	Gongxing	Gongxing	dao12	dao12	d ao ¹²		2043	27.0852794	99.1652452		i n t
2562	392_peach	peach	Enqi	Enqi	to21	to21	t o ²¹	enqi1234	2043	26.4738155	99.1189832		i n t
2563	392_peach	peach	Ega	Ega	to21	to21	t o ²¹	egab1234	2043	26.4858945	98.8528962		i n t
2564	392_peach	peach	Jinman	Jinman	to21	to21	t o ²¹	nuji1238	2043	26.4154856	99.1285952		i n t
2565	392_peach	peach	Jinxing	Jinxing	tɑ21	tɑ21	t ɑ ²¹		2043	24.9259218	103.1237482		i n t
2566	392_peach	peach	Dashi	Dashi	ta21	ta21	t a ²¹		2043	26.3530106	100.1930442		i n t
2567	392_peach	peach	Zhoucheng	Zhoucheng	ta21	ta21	t a ²¹	zhou1234	2043	25.8958826	100.0988062		i n t
2568	392_peach	peach	Mazhelong	Mazhelong	tǝ21	tǝ21	t ə ²¹		2043	24.1677209	104.1950232		i n t
#
2569	1489_peppery	peppery	ProtoBai	Proto-Bai	tsʰjen1	tsʰjen1	tsʰ j e n ¹		544				i m n c t
2570	1489_peppery	peppery	Tuoluo	Tuoluo	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵	tuol1234	544	23.3833337	102.1839821		i m n c t
2571	1489_peppery	peppery	Ega	Ega	tsʰɛ55	tsʰɛ55	tsʰ ɛ ⁵⁵	egab1234	544	26.4858945	98.8528962		i n t
2572	1489_peppery	peppery	Jinman	Jinman	tsẽ55	tsẽ55	ts ẽ ⁵⁵	nuji1238	544	26.4154856	99.1285952		i n t
2573	1489_peppery	peppery	Jinxing	Jinxing	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵		544	24.9259218	103.1237482		i m n c t
2574	1489_peppery	peppery	Dashi	Dashi	tɕʰien55	tɕʰien55	tɕʰ i/j e n ⁵⁵		544	26.3530106	100.1930442		i m n c t
2575	1489_peppery	peppery	Zhoucheng	Zhoucheng	tɕʰi55	tɕʰi55	tɕʰ i ⁵⁵	zhou1234	544	25.8958826	100.0988062		i n t
2576	1489_peppery	peppery	Mazhelong	Mazhelong	tɕʰĩ55	tɕʰĩ55	tɕʰ ĩ ⁵⁵		544	24.1677209	104.1950232		i n t
#
2577	395_persimmon	persimmon	ProtoBai	Proto-Bai	tʰjæ4	tʰjæ4	tʰ j æ ⁴		2044				i m n t
2578	395_persimmon	persimmon	Tuoluo	Tuoluo	tʰa42(ʐɚ33)	tʰa42	tʰ a ⁴²	tuol1234	2044	23.3833337	102.1839821		i n t
2579	395_persimmon	persimmon	Gongxing	Gongxing	tʰæ24	tʰæ24	tʰ æ ²⁴		2044	27.0852794	99.1652452		i n t
2580	395_persimmon	persimmon	Enqi	Enqi	tʰiæ55	tʰiæ55	tʰ i/j æ ⁵⁵	enqi1234	2044	26.4738155	99.1189832		i m n t
2581	395_persimmon	persimmon	Ega	Ega	tɕʰia55(tsɛ21)	tɕʰia55	tɕʰ i/j a ⁵⁵	egab1234	2044	26.4858945	98.8528962		i m n t
2582	395_persimmon	persimmon	Jinman	Jinman	ʈa55(ʐi22)	ʈa55	ʈ a ⁵⁵	nuji1238	2044	26.4154856	99.1285952		i n t
2583	395_persimmon	persimmon	Jinxing	Jinxing	tʰɑ44(tsi31)	tʰɑ44	tʰ ɑ ⁴⁴		2044	24.9259218	103.1237482		i n t
2584	395_persimmon	persimmon	Dashi	Dashi	tʰɑ44(tʂi31)	tʰɑ44	tʰ ɑ ⁴⁴		2044	26.3530106	100.1930442		i n t
2585	395_persimmon	persimmon	Zhoucheng	Zhoucheng	tʰa44(tsi31)	tʰa44	tʰ a ⁴⁴	zhou1234	2044	25.8958826	100.0988062		i n t
2586	395_persimmon	persimmon	Mazhelong	Mazhelong	tʰɛ42(tsi33)	tʰɛ42	tʰ ɛ ⁴²		2044	24.1677209	104.1950232		i n t
#
2587	167_person	person	ProtoBai	Proto-Bai	njen1b	njen1b	n j e n 1b/¹		683				i m n c t
2588	167_person	person	Tuoluo	Tuoluo	jen35	jen35	j e n ³⁵	tuol1234	683	23.3833337	102.1839821		m n c t
2589	167_person	person	Gongxing	Gongxing	ɲi12	ɲi12	ɲ i ¹²		683	27.0852794	99.1652452		i n t
2590	167_person	person	Enqi	Enqi	ɲi21	ɲi21	ɲ i ²¹	enqi1234	683	26.4738155	99.1189832		i n t
2591	167_person	person	Ega	Ega	ɲi21	ɲi21	ɲ i ²¹	egab1234	683	26.4858945	98.8528962		i n t
2592	167_person	person	Jinman	Jinman	ɲi21	ɲi21	ɲ i ²¹	nuji1238	683	26.4154856	99.1285952		i n t
2593	167_person	person	Jinxing	Jinxing	jen21	jen21	j e n ²¹		683	24.9259218	103.1237482		m n c t
2594	167_person	person	Dashi	Dashi	jen21	jen21	j e n ²¹		683	26.3530106	100.1930442		m n c t
2595	167_person	person	Zhoucheng	Zhoucheng	ɲi21	ɲi21	ɲ i ²¹	zhou1234	683	25.8958826	100.0988062		i n t
2596	167_person	person	Mazhelong	Mazhelong	ɲien21	ɲien21	ɲ i/j e n ²¹		683	24.1677209	104.1950232		i m n c t
#
2597	340_pheasant	pheasant	ProtoBai	Proto-Bai	dʑi2	dʑi2	dʑ i ²		3060				i n t
2598	340_pheasant	pheasant	Tuoluo	Tuoluo	ʑi33	ʑi33	ʑ i ³³	tuol1234	3060	23.3833337	102.1839821		i n t
2599	340_pheasant	pheasant	Gongxing	Gongxing	dʑi22	dʑi22	dʑ i ²²		3060	27.0852794	99.1652452		i n t
2600	340_pheasant	pheasant	Enqi	Enqi	dʑi33	dʑi33	dʑ i ³³	enqi1234	3060	26.4738155	99.1189832		i n t
2601	340_pheasant	pheasant	Jinman	Jinman	(qo42)tɕyi22	tɕyi22	tɕ y/ɥ i ²²	nuji1238	3060	26.4154856	99.1285952		i m n t
2602	340_pheasant	pheasant	Jinxing	Jinxing	tɕiɯ33(ki55)	tɕiɯ33	tɕ i/j ɯ ³³		3060	24.9259218	103.1237482		i m n t
2603	340_pheasant	pheasant	Dashi	Dashi	tɕi33	tɕi33	tɕ i ³³		3060	26.3530106	100.1930442		i n t
2604	340_pheasant	pheasant	Zhoucheng	Zhoucheng	(je21ke35)	je21ke35	j e ²¹ + k e ³⁵	zhou1234	3060	25.8958826	100.0988062		m n t + i n t
2605	340_pheasant	pheasant	Mazhelong	Mazhelong	(koŋ42ke55/tien33)	tien33)	t i/j e n ³³		3060	24.1677209	104.1950232		i m n c t
#
2606	1414_pickup	pick up	ProtoBai	Proto-Bai	dzri4	dzri4	ɖʐ i ⁴						i n t
2607	1414_pickup	pick up	Tuoluo	Tuoluo	ʐɚ42	ʐɚ42	ʐ ɚ/ə ⁴²	tuol1234		23.3833337	102.1839821		i n t
2608	1414_pickup	pick up	Gongxing	Gongxing	dʐi21	dʐi21	ɖʐ i ²¹			27.0852794	99.1652452		i n t
2609	1414_pickup	pick up	Enqi	Enqi	tsɿ21	tsɿ21	ts ɿ ²¹	enqi1234		26.4738155	99.1189832		i n t
2610	1414_pickup	pick up	Ega	Ega	tsɛ42	tsɛ42	ts ɛ ⁴²	egab1234		26.4858945	98.8528962		i n t
2611	1414_pickup	pick up	Jinman	Jinman	tʂɚ42	tʂɚ42	ʈʂ ɚ/ə ⁴²	nuji1238		26.4154856	99.1285952		i n t
2612	1414_pickup	pick up	Jinxing	Jinxing	tsa42	tsa42	ts a ⁴²			24.9259218	103.1237482		i n t
2613	1414_pickup	pick up	Dashi	Dashi	tʂi42	tʂi42	ʈʂ i ⁴²			26.3530106	100.1930442		i n t
2614	1414_pickup	pick up	Zhoucheng	Zhoucheng	tsi42	tsi42	ts i ⁴²	zhou1234		25.8958826	100.0988062		i n t
2615	1414_pickup	pick up	Mazhelong	Mazhelong	tsʰi42	tsʰi42	tsʰ i ⁴²			24.1677209	104.1950232		i n t
#
2616	1413_pickupfoodwithchopstick	pick up (food with chopstick)	ProtoBai	Proto-Bai	ɢæ4	ɢæ4	ɣ æ ⁴		371				i n t
2617	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Tuoluo	Tuoluo	ʁa42	ʁa42	ʁ a ⁴²	tuol1234	371	23.3833337	102.1839821		i n t
2618	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Gongxing	Gongxing	ɢæ21	ɢæ21	ɣ æ ²¹		371	27.0852794	99.1652452		i n t
2619	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Enqi	Enqi	qæ21	qæ21	q æ ²¹	enqi1234	371	26.4738155	99.1189832		i n t
2620	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Ega	Ega	qa42	qa42	q a ⁴²	egab1234	371	26.4858945	98.8528962		i n t
2621	1413_pickupfoodwithchopstick	pick up (food with chopstick)	Jinman	Jinman	qa55	qa55	q a ⁵⁵	nuji1238	371	26.4154856	99.1285952		i n t
